date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Feb%202025%2010:45:56%20GMT	https://weblayout.unicktheme.com/robots.txt		(from )
11:45:58	143950/143950	U-----	200	untouched ('OK')	text/html	date:Sat,%2018%20Jan%202025%2001:52:19%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/index.html	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/index.html	(from )
11:45:58	1854/1854	U-----	200	untouched ('')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-32x32.png	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-32x32.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:45:58	29622/29622	U-----	200	untouched ('')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/apple-touch-icon.png	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/apple-touch-icon.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:45:59	83884/83884	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/02-animate.min.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/02-animate.min.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:45:59	154875/154875	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/01-bootstrap.min.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/01-bootstrap.min.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:45:59	4199/4199	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/05-flaticon.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/05-flaticon.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:45:59	31051/31051	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/03-custom-animate.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/03-custom-animate.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:46:10	99365/99365	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/06-font-awesome-all.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/06-font-awesome-all.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:46:11	321/321	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/07-jarallax.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/07-jarallax.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:46:11	665/665	U-----	200	untouched ('')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-16x16.png	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-16x16.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:46:11	263/263	U-----	200	untouched ('')	application/octet-stream	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/site.webmanifest	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/site.webmanifest	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:46:24	3351/3351	U-----	200	untouched ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:14%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/11-owl.carousel.min.css	C:/Users/dahur/Downloads/stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/11-owl.carousel.min.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
