date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:35	143950/143950	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202025%2001:52:19%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/index.html	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/index.html	(from )
11:32:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Feb%202025%2010:32:36%20GMT	https://weblayout.unicktheme.com/robots.txt		(from )
11:32:42	1854/1854	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-32x32.png	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-32x32.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:45	665/665	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-16x16.png	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/favicon-16x16.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:46	29622/29622	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/apple-touch-icon.png	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/apple-touch-icon.png	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:47	263/263	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2029%20Aug%202024%2016:29:16%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/site.webmanifest	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/images/favicons/site.webmanifest	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:50	154875/154875	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/01-bootstrap.min.css	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/01-bootstrap.min.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:51	83884/83884	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/02-animate.min.css	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/02-animate.min.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:52	31051/31051	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/03-custom-animate.css	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/03-custom-animate.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
11:32:53	4199/4199	---M-Z	200	added ('OK')	text/css	date:Thu,%2029%20Aug%202024%2016:29:12%20GMT	https://weblayout.unicktheme.com/logistiq/main-html/assets/css/05-flaticon.css	C:/Users/dahur/Downloads/Stringent/weblayout.unicktheme.com/logistiq/main-html/assets/css/05-flaticon.css	(from https://weblayout.unicktheme.com/logistiq/main-html/index.html)
